Eccentricity,Right Ascension,Semi-major Axis,Arg. Periapsis,Mean Anomaly,Inclination
0.00036,3.7127913178788474,6921.0,0.3490658503988659,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,0.4363323129985824,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,0.5235987755982988,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,0.6108652381980153,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,0.6981317007977318,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,0.7853981633974483,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,0.8726646259971648,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,0.9599310885968813,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,1.0471975511965976,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,1.1344640137963142,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,1.2217304763960306,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,1.3089969389957472,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,1.3962634015954636,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,1.4835298641951802,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,1.5707963267948966,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,1.6580627893946132,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,1.7453292519943295,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,1.8325957145940461,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,1.9198621771937625,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,2.007128639793479,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,2.0943951023931953,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,2.181661564992912,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,2.2689280275926285,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,2.356194490192345,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,2.443460952792061,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,2.530727415391778,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,2.6179938779914944,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,2.705260340591211,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,2.792526803190927,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,2.8797932657906435,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,2.9670597283903604,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,3.0543261909900767,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,3.141592653589793,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,3.2288591161895095,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,3.3161255787892263,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,3.4033920413889427,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,3.490658503988659,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,3.5779249665883754,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,3.6651914291880923,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,3.7524578917878086,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,3.839724354387525,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,3.9269908169872414,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,4.014257279586958,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,4.101523742186674,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,4.1887902047863905,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,4.276056667386108,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,4.363323129985824,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,4.4505895925855405,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,4.537856055185257,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,4.625122517784973,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,4.71238898038469,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,4.799655442984406,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,4.886921905584122,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,4.974188368183839,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,5.061454830783556,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,5.1487212933832724,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,5.235987755982989,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,5.323254218582705,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,5.410520681182422,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,5.497787143782138,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,5.585053606381854,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,5.672320068981571,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,5.759586531581287,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,5.846852994181004,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,5.934119456780721,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,6.021385919380437,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,6.1086523819801535,0.05156654608165063,0.9250245035569946
0.00036,3.7127913178788474,6921.0,6.19591884457987,0.05156654608165063,0.9250245035569946
0.00036,3.9983906500233743,6921.0,0.0,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,0.08726646259971647,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,0.17453292519943295,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,0.2617993877991494,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,0.3490658503988659,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,0.4363323129985824,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,0.5235987755982988,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,0.6108652381980153,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,0.6981317007977318,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,0.7853981633974483,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,0.8726646259971648,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,0.9599310885968813,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,1.0471975511965976,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,1.1344640137963142,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,1.2217304763960306,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,1.3089969389957472,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,1.3962634015954636,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,1.4835298641951802,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,1.5707963267948966,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,1.6580627893946132,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,1.7453292519943295,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,1.8325957145940461,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,1.9198621771937625,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,2.007128639793479,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,2.0943951023931953,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,2.181661564992912,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,2.2689280275926285,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,2.356194490192345,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,2.443460952792061,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,2.530727415391778,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,2.6179938779914944,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,2.705260340591211,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,2.792526803190927,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,2.8797932657906435,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,2.9670597283903604,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,3.0543261909900767,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,3.141592653589793,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,3.2288591161895095,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,3.3161255787892263,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,3.4033920413889427,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,3.490658503988659,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,3.5779249665883754,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,3.6651914291880923,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,3.7524578917878086,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,3.839724354387525,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,3.9269908169872414,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,4.014257279586958,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,4.101523742186674,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,4.1887902047863905,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,4.276056667386108,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,4.363323129985824,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,4.4505895925855405,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,4.537856055185257,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,4.625122517784973,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,4.71238898038469,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,4.799655442984406,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,4.886921905584122,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,4.974188368183839,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,5.061454830783556,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,5.1487212933832724,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,5.235987755982989,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,5.323254218582705,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,5.410520681182422,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,5.497787143782138,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,5.585053606381854,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,5.672320068981571,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,5.759586531581287,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,5.846852994181004,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,5.934119456780721,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,6.021385919380437,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,6.1086523819801535,0.05553320347254683,0.9250245035569946
0.00036,3.9983906500233743,6921.0,6.19591884457987,0.05553320347254683,0.9250245035569946
0.00036,4.283989982167901,6921.0,0.0,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,0.08726646259971647,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,0.17453292519943295,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,0.2617993877991494,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,0.3490658503988659,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,0.4363323129985824,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,0.5235987755982988,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,0.6108652381980153,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,0.6981317007977318,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,0.7853981633974483,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,0.8726646259971648,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,0.9599310885968813,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,1.0471975511965976,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,1.1344640137963142,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,1.2217304763960306,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,1.3089969389957472,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,1.3962634015954636,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,1.4835298641951802,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,1.5707963267948966,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,1.6580627893946132,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,1.7453292519943295,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,1.8325957145940461,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,1.9198621771937625,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,2.007128639793479,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,2.0943951023931953,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,2.181661564992912,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,2.2689280275926285,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,2.356194490192345,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,2.443460952792061,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,2.530727415391778,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,2.6179938779914944,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,2.705260340591211,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,2.792526803190927,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,2.8797932657906435,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,2.9670597283903604,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,3.0543261909900767,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,3.141592653589793,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,3.2288591161895095,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,3.3161255787892263,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,3.4033920413889427,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,3.490658503988659,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,3.5779249665883754,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,3.6651914291880923,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,3.7524578917878086,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,3.839724354387525,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,3.9269908169872414,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,4.014257279586958,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,4.101523742186674,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,4.1887902047863905,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,4.276056667386108,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,4.363323129985824,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,4.4505895925855405,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,4.537856055185257,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,4.625122517784973,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,4.71238898038469,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,4.799655442984406,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,4.886921905584122,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,4.974188368183839,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,5.061454830783556,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,5.1487212933832724,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,5.235987755982989,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,5.323254218582705,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,5.410520681182422,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,5.497787143782138,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,5.585053606381854,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,5.672320068981571,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,5.759586531581287,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,5.846852994181004,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,5.934119456780721,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,6.021385919380437,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,6.1086523819801535,0.059499860863443034,0.9250245035569946
0.00036,4.283989982167901,6921.0,6.19591884457987,0.059499860863443034,0.9250245035569946
0.00036,4.569589314312427,6921.0,0.0,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,0.08726646259971647,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,0.17453292519943295,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,0.2617993877991494,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,0.3490658503988659,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,0.4363323129985824,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,0.5235987755982988,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,0.6108652381980153,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,0.6981317007977318,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,0.7853981633974483,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,0.8726646259971648,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,0.9599310885968813,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,1.0471975511965976,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,1.1344640137963142,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,1.2217304763960306,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,1.3089969389957472,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,1.3962634015954636,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,1.4835298641951802,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,1.5707963267948966,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,1.6580627893946132,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,1.7453292519943295,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,1.8325957145940461,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,1.9198621771937625,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,2.007128639793479,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,2.0943951023931953,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,2.181661564992912,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,2.2689280275926285,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,2.356194490192345,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,2.443460952792061,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,2.530727415391778,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,2.6179938779914944,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,2.705260340591211,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,2.792526803190927,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,2.8797932657906435,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,2.9670597283903604,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,3.0543261909900767,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,3.141592653589793,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,3.2288591161895095,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,3.3161255787892263,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,3.4033920413889427,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,3.490658503988659,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,3.5779249665883754,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,3.6651914291880923,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,3.7524578917878086,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,3.839724354387525,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,3.9269908169872414,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,4.014257279586958,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,4.101523742186674,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,4.1887902047863905,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,4.276056667386108,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,4.363323129985824,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,4.4505895925855405,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,4.537856055185257,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,4.625122517784973,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,4.71238898038469,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,4.799655442984406,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,4.886921905584122,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,4.974188368183839,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,5.061454830783556,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,5.1487212933832724,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,5.235987755982989,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,5.323254218582705,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,5.410520681182422,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,5.497787143782138,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,5.585053606381854,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,5.672320068981571,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,5.759586531581287,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,5.846852994181004,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,5.934119456780721,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,6.021385919380437,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,6.1086523819801535,0.06346651825433923,0.9250245035569946
0.00036,4.569589314312427,6921.0,6.19591884457987,0.06346651825433923,0.9250245035569946
0.00036,4.855188646456954,6921.0,0.0,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,0.08726646259971647,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,0.17453292519943295,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,0.2617993877991494,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,0.3490658503988659,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,0.4363323129985824,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,0.5235987755982988,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,0.6108652381980153,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,0.6981317007977318,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,0.7853981633974483,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,0.8726646259971648,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,0.9599310885968813,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,1.0471975511965976,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,1.1344640137963142,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,1.2217304763960306,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,1.3089969389957472,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,1.3962634015954636,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,1.4835298641951802,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,1.5707963267948966,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,1.6580627893946132,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,1.7453292519943295,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,1.8325957145940461,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,1.9198621771937625,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,2.007128639793479,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,2.0943951023931953,0.06743317564523543,0.9250245035569946
0.00036,4.855188646456954,6921.0,2.181661564992912,0.06743317564523543,0.9250245035569946
